,timestamp,name_x,beacon_type,distance,hashcode,isBlocked,last_seen,manufacturer,rssi,tx_power,eddystoneUidData,eddystone_url_data,telemetry_data,major,minor,uuid,date time,latitude,longitude,accuracy(m)
0,9/14/21 18:22,smriti phone,ibeacon,4.927021305,-245613548,FALSE,1.6283E+12,76,-84,-62,,,,0,0,d77657c4-52a7-426f-b9d0-d71e10798c8a,9/14/21 18:22,40.6909178,-73.98679796,9
1,9/14/21 18:22,smriti phone,ibeacon,12.93977038,1128410972,FALSE,1.6283E+12,76,-96,-59,,,,373,4,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,9/14/21 18:22,40.69090896,-73.98672373,7
2,9/14/21 18:22,smriti phone,ibeacon,6.428136302,-1890598285,FALSE,1.6283E+12,76,-95,-65,,,,8,0,9eb353a0-69b6-4947-b710-bae643c8bca5,9/14/21 18:22,40.69090918,-73.9866524,6
3,9/14/21 18:22,smriti phone,ibeacon,4.927021305,-245613548,FALSE,1.6283E+12,76,-84,-62,,,,0,0,d77657c4-52a7-426f-b9d0-d71e10798c8a,9/14/21 18:22,40.69090804,-73.98658905,6
4,9/14/21 18:22,smriti phone,ibeacon,12.93977038,1128410972,FALSE,1.6283E+12,76,-96,-59,,,,373,4,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,9/14/21 18:22,40.69090923,-73.98656439,5
5,9/14/21 18:22,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:22,40.69090964,-73.98652993,5
6,9/14/21 18:22,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:22,40.69090616,-73.98646885,4
7,9/14/21 18:22,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:22,40.69090455,-73.98644841,4
8,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.6908978,-73.98641319,5
9,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69088767,-73.98638235,5
10,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69087628,-73.98634411,5
11,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69087374,-73.98628335,4
12,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69087116,-73.98626255,5
13,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69086623,-73.98625495,4
14,9/14/21 18:23,smriti phone,ibeacon,22.09561454,-1395682710,FALSE,1.6283E+12,76,-88,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69086397,-73.98624872,4
15,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69086355,-73.98621578,4
16,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69085743,-73.98618779,4
17,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69084598,-73.98616169,4
18,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69083346,-73.98615132,4
19,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69083676,-73.98614875,4
20,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69083284,-73.98613461,5
21,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69082545,-73.98610619,5
22,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69081764,-73.98607493,5
23,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69081079,-73.9860454,5
24,9/14/21 18:23,smriti phone,ibeacon,22.20914322,-1395682710,FALSE,1.6283E+12,76,-83,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69080793,-73.98603162,5
25,9/14/21 18:23,smriti phone,ibeacon,21.09657016,-1395682710,FALSE,1.6283E+12,76,-81,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69080287,-73.98601774,5
26,9/14/21 18:23,smriti phone,ibeacon,21.09657016,-1395682710,FALSE,1.6283E+12,76,-81,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.6907916,-73.98599385,4
27,9/14/21 18:23,smriti phone,ibeacon,21.09657016,-1395682710,FALSE,1.6283E+12,76,-81,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.69078611,-73.98598,4
28,9/14/21 18:23,smriti phone,ibeacon,21.09657016,-1395682710,FALSE,1.6283E+12,76,-81,-50,,,,2245,16654,50765cb7-d9ea-4e21-99a4-fa879613a492,9/14/21 18:23,40.6907869,-73.98596463,4
